40.749599	117.237198
39.929600	116.417198
40.649601	117.137199
40.839600	117.327194
40.169601	116.657196
40.249599	116.737198
40.569599	117.057198
40.399601	116.887199
40.199600	110.687195
40.659599	117.147194
40.219601	116.707199
40.059601	116.547195
40.019600	113.507195
40.699600	117.187195
40.509598	116.997200
40.629601	117.117195
39.919601	116.407196
40.439598	116.927200
40.279599	116.787201
40.189598	116.677200
40.439598	116.927200
40.479599	116.967194
40.849598	117.337196
40.529598	117.017197
40.399601	116.887199
40.859600	117.347198
40.109600	116.597198
40.889599	117.377197
40.239601	116.727196
40.529598	117.017197
40.019600	116.507195
40.529598	117.017197
40.179600	116.667198
40.189598	116.677200
40.869598	117.357201
40.289600	116.777199
40.209599	116.697197
40.059601	116.547195
40.049599	116.537201
40.809601	117.297195
40.319599	116.807198
40.619598	117.107201
40.689598	117.177200
40.099598	116.587196
40.339600	116.827194
40.239601	116.727196
39.949600	116.437195
39.999599	116.487198
40.169601	116.657196
40.549599	117.037201
40.679600	117.167198
40.839600	117.327194
40.409599	116.897194
39.979599	116.467194
40.189598	116.677200
40.769600	117.257195
40.279598	116.767197
40.139599	116.627197
40.189598	116.677200
40.069599	116.557198
40.249599	116.737198
39.939598	116.427200
40.029598	116.517197
40.589600	117.077194
39.979599	116.467194
40.809601	117.297195
40.819599	117.307198
40.869598	117.357201
39.989601	116.477196
40.199600	116.687195
40.849598	117.337196
40.729599	117.217194
40.499599	116.987198
40.699600	117.187195
40.669601	117.157196
40.099598	116.587196
40.299599	116.787201
40.179600	116.667198
40.399601	116.887199
40.329601	116.817200
40.739601	117.227196
40.299599	116.787201
40.699600	117.187195
40.149601	116.637199
40.549599	117.037201
40.399601	116.887199
40.409599	116.897194
40.309601	116.797195
40.269600	116.757195
40.799599	117.287201
40.229599	116.717194
40.719601	117.207199
40.539600	117.027199
40.119598	116.607201
40.789600	117.277199
40.709599	117.197197
40.469601	116.957199
40.309601	116.797195
39.939598	116.427200
40.189598	116.677200
40.279598	116.767197
40.539600	117.027199
40.209599	116.697197
40.299599	116.787201
40.239601	116.727196
40.779598	117.267197
40.139599	116.627197
40.229599	116.717194
40.119598	116.607201
40.419601	116.907196
40.209599	116.697197
40.509598	116.997200
40.419601	116.907196
